Num_Acc;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep;
27994;12;2;610;5;2;1;1;7;184;RD 492 DU RP EINSTEIN AU;;;;440;
27995;12;4;1310;1;2;1;1;7;184;24, COUBERTIN (AVENUE PI;;;;440;
27996;12;6;510;3;2;1;1;6;184;RD 213;;;;440;
27997;12;18;825;2;2;1;1;7;184;BROODCOORENS (RUE) DU 02;;;;440;
27998;12;20;1555;1;2;1;1;2;184;HUGO (BOULEVARD VICTOR);;;;440;
27999;12;19;1215;1;2;6;1;3;184;COTY (BOULEVARD REN?);;;;440;
28000;1;2;1140;1;1;1;8;7;338;R CANNETIERE;;;;450;
28001;1;7;1901;3;1;1;2;1;338;RD 2060;;;;450;
28002;1;15;1000;1;2;1;2;6;208;BD PAUL BAUDIN;M;4799985;273369;450;
28003;1;14;1315;1;2;1;2;7;338;R JEAN MERMOZ;;;;450;
28004;1;14;1650;1;2;4;2;3;208;R LIBERATION/E.MALATRE/S;M;4799428;272404;450;
28005;1;14;1653;1;2;2;8;3;338;R PELERINS/ALEXANDRE DUM;M;4798341;271716;450;
28006;1;16;1400;1;1;1;1;4;4;RD 2007 - ZONE TRAVAUX;M;4799703;273958;450;
28007;1;17;1515;1;2;1;1;6;208;PL VICTOR HUGO;M;4799481;273257;450;
28008;1;17;1745;2;2;1;1;5;208;45 AV L.M CHAUTEMPS;M;4801027;275459;450;
28009;1;18;1605;1;2;1;1;6;208;13 R RASPAIL;M;4799486;273090;450;
28010;1;20;2312;5;2;2;8;6;4;AV ANTIBES/R VERNISSON/B;M;4797982;273301;450;
28011;1;23;1810;5;2;1;2;6;4;529 RTE ST FIRMIN DES VI;M;4797722;273699;450;
28012;1;24;856;1;2;1;2;6;208;24 R JEAN JAURES;M;4799346;273235;450;
28013;1;24;2042;5;2;2;1;3;68;R J.JAURES/GAMBETTA/F.BO;M;4801306;273125;450;
28014;1;29;1120;1;1;1;2;6;68;RD 2007 -HT COPADEX;M;4803390;274566;450;
28015;1;29;1230;1;2;1;2;6;208;189 R EMILE MENGIN;M;4800458;274161;450;
28016;1;31;1806;5;2;3;1;1;68;R SIRENE/BD KENNEDY;M;4800527;272396;450;
28017;2;2;813;1;1;1;1;6;338;RD 2060;;;;450;
28018;2;2;825;1;1;1;7;6;338;D 2060;;;;450;
28019;2;25;2250;5;2;6;1;2;208;R SIRENE/PT QUEBEC;M;4799949;272939;450;
28020;2;26;925;1;2;7;1;3;68;PL J.JAURES/AV J.JAURES;M;4801305;273125;450;
28021;2;26;1740;1;2;3;1;1;338;R JODON/JEAN MERMOZ;M;4798328;270828;450;
28022;3;1;1053;1;2;1;1;6;208;38 PL REPUBLIQUE;M;4799550;273366;450;
28023;3;9;1755;1;2;1;1;6;208;12 R FG CHAUSSEE;M;4799783;273771;450;
28024;3;14;430;3;1;1;1;7;338;62 RTE LORRIS;M;4798190;267721;450;
28025;3;26;1100;1;2;2;1;3;4;RTE VIROY/A.BRIAND/ARMEE;M;4799502;275474;450;
28026;3;27;800;1;2;1;1;3;208;122 R PAUL DOUMER;M;4800145;274255;450;
28027;3;29;1438;1;2;3;1;3;338;R CHAMBON/COURTIL CABOT;M;4798590;269047;450;
28028;3;31;1137;1;2;2;1;3;338;R BEL AIR/ALEXANDRE DUMA;M;4798341;271717;450;
28029;4;10;940;1;2;1;7;2;208;17 AV GAILLARDIN;M;4799415;273091;450;
28030;4;11;210;3;1;1;1;6;68;RD 2007;M;4802524;274062;450;
28031;4;11;1515;1;2;1;1;2;68;5 R GUSTAVE NOURY;M;4801941;271591;450;
28032;4;10;830;1;2;1;1;6;68;111 BIS R VOLTAIRE;M;4802927;273585;450;
28033;4;15;1845;1;2;1;1;3;4;256 AV ANTIBES;M;4798499;273260;450;
28034;4;16;1000;1;2;2;1;3;338;R BUISSON/GEORGES SAND;M;4798647;271218;450;
28035;4;17;1845;1;2;1;1;3;4;873 R GROS MOULIN;M;4796452;278025;450;
28036;4;19;450;5;2;6;1;6;68;R 23 AOUT/ST JUST;M;4800903;272189;450;
28037;4;19;1435;1;2;1;8;2;4;164 RTE ST FIRMIN DES VI;M;4797581;274141;450;
28038;4;19;1553;1;2;6;8;2;208;D 94/R CHATEAU;M;4799906;272902;450;
28039;4;23;1731;1;2;1;1;2;4;829 R DE LA NIVELLE;M;4798401;275064;450;
28040;4;27;1020;1;2;3;1;3;208;R LOUIS LACROIX/A.COCHER;M;4800249;273883;450;
28041;4;28;1015;1;2;3;8;6;68;R RAIMBAULT/GAMBETTA;M;4800637;273885;450;
28042;5;5;2210;5;1;1;1;6;338;BRETELLE SORTIE D2060;M;4797116;271879;450;
28043;5;15;1756;1;1;9;1;7;4;CHESNOY (RUE DU);;;;450;
28044;5;18;500;2;2;1;1;6;208;25 R ERNEST MALATRE;M;4799556;272097;450;
28045;5;20;917;1;2;2;1;3;208;R J.F KENNEDY/ERNEST MAL;M;4799569;272035;450;
28046;5;19;2000;1;2;1;1;6;208;25 R DOREE;M;4799730;273292;450;
28047;5;20;1228;1;2;4;1;2;208;BRETELLE/R EUROPE;M;4799668;273999;450;
28048;5;21;1818;1;2;1;2;3;4;698 R GROS MOULIN;M;4796528;277827;450;
28049;5;24;1645;1;2;1;8;3;68;4 BIS R WALDECK ROUSSEAU;M;4802343;273263;450;
28050;5;30;1707;1;1;2;1;5;4;R PT ARDAN/MANILLE/VC;M;4798166;283194;450;
28051;6;13;1530;1;2;1;1;6;338;48 R JEAN MERMOZ;M;4798090;272017;450;
28052;6;26;918;1;2;2;1;3;208;R E.DECOURT/ROUX-FEDRY;M;4799831;274636;450;
28053;7;7;1934;1;2;1;2;7;68;21 R LAZARE CARNOT;M;4800846;273315;450;
28054;7;7;1915;1;1;1;2;6;338;RD 2060;M;4797812;271183;450;
28055;7;12;234;3;2;1;2;6;338;12 R VIEUX BOURG;M;4799018;272462;450;
28056;7;12;2100;1;2;2;8;3;338;R BEL AIR/A. DUMAS;M;4798339;271717;450;
28057;8;5;2150;1;2;3;1;3;68;R LAZARE CARNOT/ANATOLE;M;4800733;273444;450;
28058;8;6;1615;1;2;1;1;6;68;1 M R ANDRE GIDE;;;;450;
28059;8;8;1520;1;2;1;1;1;338;34 R DES PLANTES;M;4797754;271429;450;
28060;8;14;1919;1;2;3;1;3;4;RTE FIRMIN DES VIGNES/BR;M;4797586;274117;450;
28061;8;23;2035;1;2;2;1;3;68;R NELSON MANDELA/MARCEAU;M;4801312;273003;450;
28062;8;29;1550;1;2;6;1;3;68;GIRATOIRE AV J.JAURES;M;4801256;273942;450;
28063;8;29;1730;1;2;1;1;6;4;R LIBERATION;M;4798029;276993;450;
28064;8;30;1525;1;2;3;8;3;4;SAINT FIRMIN DES VIGNES;;;;450;
28065;9;3;1730;1;2;6;1;3;4;RTE CHATILLON/R DES PONT;M;4796277;276446;450;
28066;9;6;2230;3;1;1;1;6;338;ROUTE NATIONALE 60;;;;450;
28067;9;11;1640;1;2;3;1;2;208;FG CHAUSSEE/R EUROPE;M;4799798;273986;450;
28068;9;13;505;5;2;2;1;3;338;R VIEUX BOURG/J.MERMOZ;M;4798094;272309;450;
28069;9;19;2230;5;2;2;1;3;68;R FERNAND BOUTTET/MARCEA;M;4801310;272999;450;
28070;9;24;1224;1;2;1;1;6;68;12 R ST JUST;;;;450;
28071;9;29;758;1;2;3;2;6;208;D 2007/AV GL DE GAULLE;M;4800362;273682;450;
28072;10;5;1049;1;2;1;3;3;68;AV GL LECLERC;;;;450;
28073;10;7;840;2;2;1;2;6;338;58 BIS AV HENRI BARBUSSE;M;4799279;271936;450;
28074;10;7;1500;1;1;1;3;1;4;JOIGNY (ROUTE DE);;;;450;
28075;10;8;1005;1;1;1;2;7;4;BRETELLE VERS D 2060;M;4797046;273352;450;
28076;10;26;1506;1;2;1;1;6;68;R ROGER SALENGRO // PONT;M;4802288;271571;450;
28077;10;29;1500;1;2;2;1;3;338;R LISLEDON/COURTIL CABOT;M;4798515;269245;450;
28078;11;5;722;1;1;4;1;3;4;1, RN7;;;;450;
28079;11;17;1338;1;2;1;8;6;68;12 RUE DES ECOLES;;;;450;
28080;11;18;743;5;2;3;2;3;208;FG CHAUSSEE//BRETELLE;M;4799792;273912;450;
28081;11;21;1857;3;1;1;1;2;338;RD 2060;M;4798914;268465;450;
28082;11;24;1715;2;2;1;1;6;208;17 AV GAILLARDIN;M;4799414;273089;450;
28083;11;29;1600;1;2;1;8;2;338;22 R NICEPHORE NIEPCE;M;4798019;271294;450;
28084;11;28;1430;1;2;3;1;1;208;R LIBERATION/R VIMORY;M;4799405;272551;450;
28085;12;5;151;5;2;1;1;6;4;196 R MARECHAL JUIN;M;4797422;277610;450;
28086;12;5;805;1;2;1;1;7;68;PONTONNERIE (RUE DE LA);;;;450;
28087;12;5;735;5;2;1;8;6;208;14 R DE LA SIRENE;M;4800425;272463;450;
28088;12;11;833;1;2;1;2;6;68;3 R FERDINAND BUISSON;M;4802779;273197;450;
28089;12;11;1649;1;2;1;1;1;208;CHAUSSEE (RUE DU FAUBOUR;;;;450;
28090;12;13;1309;1;2;1;8;3;208;67 R DE LA SIRENE;M;4800493;272419;450;
28091;12;15;1720;5;2;3;2;6;338;R LIBERATION/CHAINTREAU;M;4799067;270887;450;
28092;12;15;1810;5;2;1;2;6;208;11 R DE GREVEN;M;4800104;273975;450;
28093;12;17;805;5;2;1;3;3;208;18 JUIN 1940 (PLACE);;;;450;
28094;12;23;1735;5;2;1;1;6;338;1 bis, LIBERATION (RUE D;;;;450;
28095;1;7;710;5;2;2;1;3;338;R LIBERATION/ARISTIDE BR;M;4798994;269738;450;
28096;1;3;1400;1;2;1;1;6;234;AV J.ZAY//BUS GASTON COU;M;4791035;192289;450;
28097;1;8;850;1;2;1;1;1;298;RTE  ST MESMIN//HT R BER;M;4787832;185754;450;
28098;1;16;1215;1;2;1;2;6;234;69 R FG BANNIER;M;4791041;190062;450;
28099;1;17;1415;1;2;1;1;3;234;72 Q DU CHATELET;M;4789789;190679;450;
28100;1;17;1444;1;2;6;1;1;169;R CHAPELLE/MINES;M;4790419;183584;450;
28101;1;27;1410;1;2;1;1;6;234;66 BD ALEXANDRE MARTIN;M;4790627;190775;450;
28102;1;27;1655;1;2;1;1;6;234;61 R BOURGOGNE;M;4790067;191599;450;
28103;1;28;1920;5;2;6;2;3;234;R CHATEAUBRIAND/AUGUSTE;M;4781891;193823;450;
28104;1;31;1940;5;2;2;2;3;302;RTE NATIONALE/R ORMETEAU;M;4794465;189242;450;
28105;2;3;1217;1;2;2;1;3;234;FG ST VINCENT/BD P.SEGEL;M;4790480;191347;450;
28106;2;4;725;1;2;1;1;1;234;82 R ARGONNE;M;4791454;192605;450;
28107;2;6;824;1;2;1;1;3;234;JOFFRE (PONT);;;;450;
28108;2;12;1213;1;2;1;1;3;274;1170 R DE BRANSLES;M;4789095;194505;450;
28109;2;13;1800;1;1;3;1;3;274;R MELLERAY/R CHATEAU;M;4787656;198471;450;
28110;2;7;1555;1;2;3;1;3;302;ALL JEAN BOUIN/AV STADE;M;4794978;188358;450;
28111;2;17;1809;1;2;1;1;3;284;41 AV DENIS PAPIN;M;4791289;194766;450;
28112;2;21;1125;1;1;1;1;3;272;AV GASTON GALLOUX;M;4784936;194363;450;
28113;2;21;1520;1;2;1;1;3;234;33 R ROMAIN ROLLAND;M;4783946;192835;450;
28114;2;26;1035;1;2;2;1;3;169;RTE ORLEANS/R FOLIE;M;4791598;184008;450;
28115;3;2;1500;1;2;1;1;3;169;10 RUE DE LA MAIRIE;M;4791884;182864;450;
28116;3;12;910;1;2;1;7;6;232;50 R GENERAL DE GAULLE;M;4786447;190018;450;
28117;3;13;1700;1;2;1;1;3;234;21 Q DU ROI;M;4789945;192408;450;
28118;3;22;1520;1;2;3;1;3;234;FG BANNIER/R ECOLES;M;4793066;189553;450;
28119;4;7;800;1;2;4;1;3;234;R ST MARC/HENRI LAVEDAN;M;4790485;192315;450;
28120;4;7;1320;1;1;1;1;4;235;RD 955;M;4795655;179379;450;
28121;4;9;1757;1;2;1;1;6;234;28 FG ST JEAN;M;4790486;189301;450;
28122;4;9;2215;5;2;1;1;2;234;35 BD ROCHEPLATTE;M;4790663;189933;450;
28123;4;18;1540;1;2;1;1;3;284;105 AV DE LA PAIX;M;4791365;196192;450;
28124;4;21;1538;1;2;2;1;5;234;RN 20 (ROUTE NATIONALE 2;;;;450;
28125;5;8;1405;1;2;1;1;2;285;184 R CHARLES BEAUHAIRE;M;4791581;186606;450;
28126;5;15;820;1;2;2;1;1;147;BD LAMARTINE/R LAMARTINE;M;4792133;190711;450;
28127;5;23;1830;1;2;1;1;6;169;4 R MAIRIE;M;4791923;182843;450;
28128;5;29;255;5;2;1;1;6;234;AV ROGER SECRETAIN;M;4789095;189558;450;
28129;6;1;500;2;2;1;1;6;232;356 AV DE VERDUN;M;4786931;190830;450;
28130;6;1;1700;1;2;1;1;3;284;58 AV VERDUN;M;4791878;198209;450;
28131;5;31;1505;1;2;1;1;6;234;22 AV PRESIDENT KENNEDY;M;4783902;193586;450;
28132;6;4;1831;1;2;1;1;1;75;RTE DE CHAINGY;;;;450;
28133;6;6;1830;1;2;2;1;3;234;AV PARC FLORAL/R GOBSON;M;4784625;194091;450;
28134;6;11;1825;1;2;3;1;5;234;QU CYPIERRE/R G.TEMPLIER;M;4789817;190347;450;
28135;6;13;2245;5;2;2;1;3;234;AV ROGER SECRETAIN/CHABA;M;4788412;189827;450;
28136;6;30;1825;1;2;2;1;5;147;R M.BERTHELOT/SANGNIER;M;4792149;191448;450;
28137;7;3;1615;1;2;1;1;6;234;27 BIS BD A.MARTIN;M;4790505;191051;450;
28138;7;4;1205;1;2;2;2;3;234;R LIEVRE D'OR/RENE BERTH;M;4789061;189774;450;
28139;7;24;725;1;2;1;1;6;75;R DES BAS CHAMPS;;;;450;
28140;7;26;730;1;2;1;1;6;232;539 R MARCEL BELOT;M;4786278;190048;450;
28141;7;24;1225;1;2;1;1;6;147;27 R GUSTAVE ROLAND;M;4792998;191289;450;
28142;7;31;1710;1;2;6;1;3;302;D 2020/R PAUL LANGEVIN;M;4795725;189008;450;
28143;8;3;1010;1;2;2;1;3;234;AV DAUPHINE/QU TOURELLES;M;4789468;190462;450;
28144;8;6;1330;1;2;3;1;3;285;R G.CLEMENCEAU/MARMOGNE;M;4789608;186032;450;
28145;8;16;525;5;2;6;1;6;298;SANS, TRAITE DE ROME (AV;;;;450;
28146;8;22;1530;1;2;1;1;1;302;R DE LA TUILERIE;;;;450;
28147;8;20;1745;1;2;3;1;3;232;R POIRIERS/PASSE CRASSAG;M;4785419;191702;450;
28148;8;25;1300;1;2;2;1;6;234;FG ST JEAN/BD JEAN JAURE;M;4790378;189445;450;
28149;9;2;1740;1;2;3;1;2;284;AV P.M CURIE/R FEULARDE;M;4790667;198479;450;
28150;9;2;1130;1;2;1;1;6;284;AV GENERAL LECLERC;M;4791524;196889;450;
28151;9;5;535;4;1;1;1;6;232;AV DE SOLOGNE;M;4785909;191245;450;
28152;9;6;1440;1;2;1;1;6;234;5 RUE ARSENE BOURGEOIS;M;4791623;192536;450;
28153;9;8;1705;1;2;3;1;6;284;126 FG DE BOURGOGNE/R GL;M;4790359;193307;450;
28154;9;9;2050;5;2;2;1;3;234;AV ROGER SECRETAIN/VERDU;M;4786846;191179;450;
28155;9;12;1155;1;2;1;1;2;147;295 R MARCELLIN BERTHELO;M;4793994;191946;450;
28156;9;17;1825;1;2;2;1;1;285;R CHARLES BEAUHAIRE/B.MI;M;4791159;187768;450;
28157;9;19;1857;1;2;1;1;3;234;97 R VIEILLE LEVEE;M;4789193;188796;450;
28158;9;20;1648;1;2;3;1;3;234;R EMILE ZOLA/ST YVES;M;4790976;190762;450;
28159;9;24;1430;1;2;2;1;3;234;BD MAIE STUART/R AMBERT;M;4790846;193828;450;
28160;9;25;810;1;2;3;1;2;75;R CROQUECHATAINE/J.DUFRA;M;4789775;183307;450;
28161;10;1;1755;1;2;1;1;6;234;22 Q CYPIERRE;M;4789821;190142;450;
28162;10;2;1310;1;2;1;1;1;302;R DU CHAMP ROUGE;M;4795779;184760;450;
28163;10;3;1118;1;2;1;1;3;234;21 R DES MURLINS;M;4790893;189939;450;
28164;10;7;2030;5;2;2;2;3;234;R STANISLAS JULIEN/CROIX;M;4789975;189779;450;
28165;10;9;1150;1;2;1;1;3;234;AV WICHITA;M;4791401;192825;450;
28166;10;9;1230;1;2;1;1;6;147;11 R VICTOR HUGO;M;4792215;190554;450;
28167;10;9;1705;1;2;1;1;6;234;AV ROGER SECRETAIN;M;4788416;189816;450;
28168;10;14;1552;1;2;3;1;3;284;AV CT JEAN/R PIERRE LOUG;M;4790853;194864;450;
28169;10;15;35;5;2;4;1;1;234;AV R.SECRETAIN/BRETELL;;;;450;
28170;10;15;805;2;2;1;1;6;75;46, BLOIS (ROUTE DE BLOI;;;;450;
28171;10;18;1130;1;2;2;1;6;234;BD CHATEAUDUN/ALL REGIME;M;4790856;189169;450;
28172;10;23;1950;5;2;1;1;3;234;116 FG ST JEAN;M;4790805;188604;450;
28173;11;8;515;5;2;2;8;3;234;AV R SECRETAIN/R BASSE M;M;4787953;190888;450;
28174;11;8;1624;1;2;1;1;6;234;27 Q DU ROI;M;4789969;192522;450;
28175;11;10;816;1;2;1;1;4;302;RTE NATIONALE 20;M;4796291;188884;450;
28176;11;10;2026;5;2;3;1;3;234;RTE OLIVET/R MOREAU;M;4788122;190338;450;
28177;11;12;1025;1;2;1;1;6;234;AV PARIS;M;4790946;190423;450;
28178;11;11;1755;2;2;1;1;6;285;26 R HENRI PAVARD;M;4790035;187249;450;
28179;11;18;1315;1;2;1;2;2;302;PASSE DEBOUT (RUE);;;;450;
28180;11;29;1047;1;2;2;1;3;234;BRECHE (RUE DE LA);;;;450;
28181;12;5;1815;5;2;1;1;6;285;94 R CHARLES BEAUHAIRE;M;4791342;187329;450;
28182;12;3;750;1;2;1;2;3;286;31 R GL DE GAULLE;M;4789254;191765;450;
28183;12;15;750;2;2;1;1;1;234;CONCYR (AVENUE DE);;;;450;
28184;12;19;802;2;2;1;2;6;234;16, PRESIDENT KENNEDY (A;;;;450;
28185;12;20;2;3;1;1;1;1;302;ORMES (ROUTE D');;;;450;
28186;1;22;1700;1;1;1;5;7;42;1728, LACAPELLE (ROUTE D;;;;460;
28187;1;31;1515;1;1;1;1;1;42;D?partementale 811 (entr;M;4448224;141150;460;
28188;2;14;910;1;2;1;1;5;42;BASTIE (AVENUE MARYSE);;;;460;
28189;3;4;1750;1;1;2;1;3;42;C?te de la Marchande;M;4440866;146861;460;
28190;3;7;1240;1;2;7;1;3;42;RACINE (RUE JEAN);M;4446176;145223;460;
28191;3;16;1125;1;2;1;8;6;42;SOUPIRS (ALLEE DES);M;4444146;143539;460;
28192;5;12;1125;1;2;1;1;3;224;756, RIMADES (ALLEE DES);M;4446918;140576;460;
28193;5;20;1210;1;2;7;1;3;42;CROIX (PLACE DE LA);M;4444076;144300;460;
28194;6;1;1035;1;2;1;1;6;42;BASTIE (AVENUE MARYSE);M;4445804;142525;460;
28195;6;19;1745;1;2;1;1;3;42;45, BARRY (RUE);;;;460;
28196;7;19;1450;1;2;1;1;1;42;CASANOVA (RUE DANIEL);M;4443194;145655;460;
28197;9;13;1830;1;2;1;1;7;42;SEMARD (AVE PIERRE);M;4444715;143281;460;
28198;8;19;1130;1;2;1;1;6;42;15, MAGNY (RUE OLIVEIR D;M;4444607;144445;460;
28199;8;26;2055;1;2;1;2;7;42;57, MONZIE (AVENUE ANATO;M;4443969;144115;460;
28200;10;8;745;1;1;1;1;7;95;DEPARTEMENTALE N? 811;M;4451634;136411;460;
28201;9;7;2125;5;1;1;1;7;95;DEPARTEMENTALE N? 811;M;4450506;138053;460;
28202;10;14;1450;1;2;2;1;7;42;BOURTOUMIEUX (RUE PIERRE;M;4444543;143508;460;
28203;10;15;1745;1;2;9;1;3;42;D820 BRETELLE PRADINES;M;4446214;141986;460;
28204;10;20;1425;1;2;1;1;1;42;;M;4443660;138496;460;
28205;10;23;1355;1;2;1;1;2;42;MAQUIS (AVENUE DU);M;4445454;144847;460;
28206;11;2;1120;1;2;1;1;6;42;93, GAMBETTA (BOULEVARD;M;4444511;144161;460;
28207;12;5;1900;5;2;3;2;3;42;ZOLA (RUE EMILE);;;;460;
28208;12;12;1635;1;2;1;1;2;42;ORMEAUX (COTE DES);M;4446302;142803;460;
28209;1;9;355;5;2;3;1;3;31;1, NOGUES (Avenue du);;;;470;
28210;1;10;830;1;2;2;1;3;1;LECLERC (AV. DU GENERAL);;;;470;
28211;2;10;855;1;2;2;2;3;1;LACOUR (BD EDOUARD);;;;470;
28212;2;21;1215;1;2;3;1;6;1;STRASBOURG (RUE DE);;;;470;
28213;3;1;1830;1;2;1;1;1;31;Rocade D813;;;;470;
28214;3;6;1720;1;2;1;1;3;32;ARMAND (RUE);;;;470;
28215;4;13;40;5;2;1;1;1;1;CANAL (QUAI DU);;;;470;
28216;5;19;1700;1;2;1;1;3;1;MONNET (AV. JEAN);;;;470;
28217;5;20;1750;1;2;1;1;5;1;TISSIDRE (AV. ANDRE);;;;470;
28218;6;10;1600;1;2;1;1;6;1;MIDI (AVENUE DU);;;;470;
28219;7;16;1225;1;2;1;1;7;1;VERONE (AVENUE DE);;;;470;
28220;7;24;1840;1;2;3;1;3;201;MAURICE (AVENUE JUSTIN);;;;470;
28221;8;2;1825;1;2;1;1;7;201;BRAX (route de);;;;470;
28222;8;3;1105;1;2;1;1;1;1;FOCH (PL. DU MARECHAL);;;;470;
28223;8;5;1749;1;2;3;1;3;31;MENDES FRANCE;;;;470;
28224;8;23;1120;1;1;1;1;1;31;RD813;;;;470;
28225;9;16;830;1;2;3;1;7;31;RUE DES VOSGES;;;;470;
28226;9;19;755;1;2;1;1;6;1;SCALIGER (BOULEVARD);;;;470;
28227;9;23;1650;1;2;2;1;3;32;Rue Denis Papin;;;;470;
28228;10;9;1730;1;2;6;1;3;1;ANCIENS COMBATTANTS AFN;;;;470;
28229;10;14;1935;2;2;3;1;3;1;JAURES (AV. JEAN);;;;470;
28230;10;20;2135;5;2;1;1;2;1;., LIBERATION (PONT DE L;;;;470;
28231;11;10;1659;1;2;1;1;3;31;AV LACAPELETTE;;;;470;
28232;11;27;1942;5;2;2;2;3;1;., PELLETAN (BOULEVARD E;;;;470;
28233;12;8;1835;5;2;1;1;6;201;PYRENEES (AVENUE DES);;;;470;
28234;12;10;855;2;2;1;1;6;1;SCALIGER (BOULEVARD);;;;470;
28235;12;11;1053;1;1;1;1;7;31;ROUTE DE CANCELLES;;;;470;
28236;12;21;1610;1;2;1;1;6;1;DEUX ROCS (RUE DES);;;;470;
28237;12;18;900;1;2;2;1;6;201;BEME (AVENUE PAUL);;;;470;
28238;2;7;1530;1;2;6;1;3;323;1, REVOLUTION (PLACE DE;;;;470;
28239;4;5;1845;1;2;3;1;6;323;68, BARBUSSE (RUE HENRI);;;;470;
28240;5;15;1305;1;1;1;1;7;215;RD 921;;;;470;
28241;5;20;1140;1;2;1;1;6;323;24, COQUARD (RUE DE);;;;470;
28242;5;31;1720;1;2;2;1;3;323;60, FUMEL(AVENUE DE );;;;470;
28243;6;18;1545;1;2;5;1;3;323;PUJOLS (AV);;;;470;
28244;8;30;2325;3;1;1;1;7;323;ROUTE NATIONALE 21;;;;470;
28245;8;31;325;5;2;3;1;3;323;62, BARBUSSE (R HENRI);;;;470;
28246;10;18;1400;1;2;1;1;6;323;DESMOULINS (BD CAMILLE);;;;470;
28247;10;19;1110;1;2;2;1;1;323;LYES (RUE DE);;;;470;
28248;10;22;1630;1;2;1;1;7;323;57, DELVERT(RUE RAY);;;;470;
28249;11;26;2010;3;1;1;2;1;323;RD 676;;;;470;
28250;12;28;1905;5;2;2;8;3;323;06, COLLEGE(RUE DU);;;;470;
28251;2;21;50;3;1;1;8;3;95;RD 806;M;4453344;349190;480;
28252;3;16;1720;1;2;2;1;5;95;BRITEXTE (BOULEVARD);;;;480;
28253;4;19;840;1;2;1;7;6;95;2, BOURILLON (BOULEVARD;M;4451626;349923;480;
28254;5;5;1050;1;2;1;7;6;95;BRITEXTE (BOULEVARD);;;;480;
28255;6;10;1625;1;2;1;1;6;95;FOCH (AVENUE);M;4451805;349428;480;
28256;8;16;1713;1;1;1;1;5;95;RN 88 (LA TEBAIDE);M;4450887;346534;480;
28257;1;2;1315;1;1;1;1;1;15;MEIGNANNE ROUTE DE LA;M;4749520;-60653;490;
28258;1;2;1410;1;2;1;1;7;7;GRAND LAUNAY;M;4746572;-59497;490;
28259;1;1;500;2;2;1;2;7;7;35, MADELEINE;M;4746410;-54268;490;
28260;1;4;1213;1;1;1;1;5;267;RD 347;M;4747071;-45296;490;
28261;1;6;1525;1;2;1;2;3;7;14, BIRGE BOULEVARD;M;4747993;-52162;490;
28262;1;2;1620;1;2;1;2;1;267;87, PAPERIE;M;4746571;-50953;490;
28263;1;7;1500;1;2;1;8;2;7;RUE J. LAKANAL;M;4747708;-59949;490;
28264;1;10;2030;5;2;2;1;6;7;Bd BLANCHOIN;M;4744742;-54338;490;
28265;1;11;615;2;1;1;5;7;246;ROUTE de JUIGNE;M;4741070;-51532;490;
28266;1;11;2135;5;2;1;1;2;7;1, MONTAIGNE AVENUE;M;4747152;-53837;490;
28267;1;12;2325;5;2;1;2;3;7;26, CHANZY AVENUE;M;4746021;-55640;490;
28268;1;16;755;2;2;1;2;6;7;100, GASNIER AVENUE;M;4748499;-57158;490;
28269;1;15;1832;5;2;1;1;3;7;PATTON AVENUE;M;4747325;-59651;490;
28270;1;18;2020;5;2;1;2;2;7;74, VOLNEY;M;4746055;-53854;490;
28271;1;17;1145;1;2;1;1;5;7;54, AYRAULT;M;4747548;-54926;490;
28272;1;17;1130;1;1;1;2;5;246;;M;4742397;-50387;490;
28273;1;21;1124;1;2;1;1;1;7;59, COUBERTIN BOULEVARD;M;4745945;-53284;490;
28274;1;22;2140;5;2;1;2;3;7;10, PATTON AVENUE;M;4747376;-58049;490;
28275;1;28;745;2;2;1;2;2;7;00, GASNIER AVENUE;M;4748702;-57322;490;
28276;1;27;1635;1;2;1;1;3;7;MELGRANI IMPASSE ET RUE;M;4747513;-59446;490;
28277;1;28;1503;1;2;1;1;6;7;BIRGE BOULEVARD;M;4747921;-52136;490;
28278;2;4;1745;5;2;1;1;2;7;BIRGE BOULEVARD;M;4747455;-51977;490;
28279;2;5;744;5;2;1;2;3;7;MONPROFIT PLACE;M;4747418;-56712;490;
28280;2;7;1629;1;2;1;1;6;7;MEIGNANNE;M;4748092;-57356;490;
28281;2;10;755;2;2;1;2;7;7;78, VOLNEY;M;4746092;-53943;490;
28282;2;10;1214;1;1;1;1;6;7;1, BARANGE BOULEVARD;M;4745446;-56785;490;
28283;2;10;1420;1;2;1;1;7;267;JOLIOT CURIE;M;4746727;-50370;490;
28284;2;8;1251;1;2;1;1;2;7;1, GANDHI;M;4746880;-51990;490;
28285;2;11;940;1;2;1;1;3;7;Bd J. MILLOT;M;4745609;-53374;490;
28286;2;13;855;1;2;1;2;3;7;Rue Charles DENIS;M;4745516;-53592;490;
28287;2;12;1848;5;2;1;2;6;7;5, CHAUVAT BOULEVARD;M;4745403;-56721;490;
28288;2;10;730;5;2;2;1;3;7;BRISSAC;M;4746531;-55033;490;
28289;2;11;1603;1;2;6;1;3;7;Rue de la LANDE;M;4747694;-59880;490;
28290;2;16;1123;1;2;1;1;6;7;0, RAMON BOULEVARD;M;4748702;-53971;490;
28291;2;15;445;5;2;1;1;7;7;BOUCHEMAINE ROUTE;M;4744954;-57264;490;
28292;2;14;850;1;1;1;1;3;267;0, BEAUFORT ROUTE;M;4746808;-47087;490;
