Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1;
38099;4;0;;;0;1;0;0;0;1;1;0;63;1;0;1;99;
38100;3;13;;;3;1;7;700;0;1;2;0;60;1;0;1;0;
38101;4;0;;;3;2;0;0;0;1;1;0;0;2;0;1;99;
38102;3;83;;;3;4;5;165;0;1;1;0;0;2;0;1;99;
38103;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;3;
38104;4;0;;;2;4;0;0;0;1;1;0;0;1;0;1;99;
38105;4;0;;;2;2;0;0;0;1;1;0;0;2;0;4;0;
38106;3;83;;;2;2;5;110;3;1;1;0;0;1;0;1;0;
38107;3;23;;;0;2;8;200;0;1;0;0;0;2;0;1;0;
38108;3;13;;;2;2;9;800;0;1;1;0;0;2;0;1;99;
38109;3;19;;;2;2;8;550;3;1;1;0;0;1;0;1;0;
38110;4;0;;;3;0;0;0;0;1;1;0;0;1;0;1;0;
38111;4;0;;;0;2;0;0;0;1;0;0;0;2;0;1;0;
38112;3;19;;;0;1;0;500;0;2;1;0;0;5;0;4;99;
38113;2;20;;;3;4;16;0;0;1;1;0;0;2;0;1;99;
38114;4;0;;;2;2;0;0;0;1;2;0;25;1;0;1;3;
38115;2;20;;;3;4;11;0;1;0;1;5;25;2;0;5;99;
38116;3;35;;;2;2;11;0;0;1;3;0;25;2;0;1;99;
38117;3;19;;;3;2;12;0;0;1;1;5;25;2;0;1;99;
38118;2;20;;;3;2;11;200;0;0;1;5;25;2;0;1;99;
38119;2;20;;;3;2;11;200;0;2;1;5;25;1;0;1;99;
38120;3;25;;;2;2;0;200;0;1;1;0;0;2;0;1;99;
38121;3;449;;;2;2;1;0;0;1;1;0;25;1;0;1;99;
38122;4;0;;;2;2;0;0;0;1;1;5;25;0;2;1;99;
38123;3;152;;;2;2;14;0;0;1;1;0;0;1;0;1;99;
38124;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38125;4;0;;;2;2;0;0;0;2;1;0;0;1;0;1;99;
38126;3;46;;;2;2;1;600;0;2;1;0;0;1;0;1;99;
38127;2;20;;;3;4;12;0;0;1;1;0;0;1;0;1;99;
38128;2;20;;;3;4;12;0;0;2;1;0;0;1;0;1;99;
38129;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38130;2;20;;;3;4;11;0;0;1;1;0;0;1;0;1;99;
38131;2;20;;;3;4;12;0;0;2;1;0;0;1;0;1;99;
38132;3;152;;;2;2;14;100;0;2;1;0;0;1;0;1;99;
38133;2;20;;;3;4;16;200;0;1;1;5;25;1;0;1;99;
38134;3;152;;;2;2;15;0;0;1;1;0;25;1;0;1;99;
38135;2;20;;;3;4;10;500;0;1;1;5;25;1;0;1;99;
38136;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38137;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38138;3;35;;;2;2;11;0;0;1;1;0;0;1;0;1;99;
38139;3;25;;;2;2;0;500;0;1;1;0;0;1;0;1;99;
38140;4;0;;;2;2;0;0;0;1;2;0;25;1;0;1;0;
38141;2;20;;;3;4;12;500;0;1;1;5;25;1;0;1;99;
38142;2;20;;;3;6;10;500;0;1;1;5;25;1;0;1;99;
38143;3;35;;;3;4;11;0;0;1;1;0;25;1;0;1;99;
38144;4;0;;;2;2;0;0;0;1;3;0;25;1;0;1;3;
38145;4;0;;;2;2;0;0;0;1;1;0;25;1;0;4;3;
38146;3;152;;;2;2;14;500;0;1;1;0;25;1;0;1;3;
38147;3;152;;;2;2;20;150;0;1;1;0;0;1;0;1;99;
38148;6;0;;;0;0;;;0;1;1;0;25;1;0;0;99;
38149;2;20;;;3;2;12;0;0;1;1;0;25;1;0;1;99;
38150;3;19;;;1;1;17;0;0;2;0;0;25;2;3;1;99;
38151;2;20;;;3;4;12;0;0;1;1;0;0;1;0;1;99;
38152;4;0;;;2;2;0;0;0;1;1;0;25;1;0;1;3;
38153;3;19;;;3;2;10;500;0;1;1;0;25;1;0;1;99;
38154;2;20;;;3;4;10;500;0;1;1;0;0;1;0;1;99;
38155;3;152;;;1;2;18;500;0;1;1;0;25;1;0;1;0;
38156;2;20;;;3;4;12;0;0;2;1;0;0;1;0;1;99;
38157;4;0;;;1;1;0;0;0;1;1;0;0;1;0;1;99;
38158;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38159;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38160;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38161;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38162;4;0;;;2;2;0;0;0;2;1;0;0;1;0;1;99;
38163;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38164;2;20;;;3;4;17;0;0;1;1;0;0;1;0;1;99;
38165;4;0;;;2;2;0;0;0;1;1;0;0;2;0;1;99;
38166;2;20;;;3;4;12;0;0;1;1;0;0;1;0;1;99;
38167;2;20;;;3;4;10;300;0;1;1;0;0;1;0;1;99;
38168;4;0;;;2;2;0;0;0;1;1;0;25;1;0;1;99;
38169;2;20;;;4;2;16;500;3;1;1;0;25;1;0;1;99;
38170;2;20;;;3;4;12;300;0;1;1;0;25;1;3;1;99;
38171;3;152;;;2;2;13;100;0;1;1;0;0;1;0;1;99;
38172;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38173;3;19;;;3;4;15;0;0;1;1;0;0;1;0;1;99;
38174;3;152;;;2;2;13;600;0;4;3;0;0;2;0;1;99;
38175;2;20;;;3;4;18;0;0;1;1;0;0;1;0;1;99;
38176;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38177;3;152;;;2;2;14;800;0;1;1;0;0;1;0;1;0;
38178;2;20;;;3;4;16;900;0;1;1;0;0;1;0;1;99;
38179;2;20;;;3;4;11;0;0;1;1;0;0;1;0;1;99;
38180;3;193;;;2;2;0;200;0;1;1;0;0;1;0;1;99;
38181;2;20;;;3;4;12;100;0;1;1;0;0;1;0;1;99;
38182;4;0;;;1;2;0;0;0;2;1;0;0;1;0;1;99;
38183;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38184;2;20;;;3;4;10;300;0;1;1;0;0;1;0;1;99;
38185;2;20;;;3;4;11;500;0;2;1;0;0;1;0;1;99;
38186;3;19;;;3;2;14;900;0;1;2;0;0;1;0;1;99;
38187;2;20;;;3;4;12;0;0;2;1;0;0;2;0;1;99;
38188;3;449;;;2;2;0;100;0;2;1;0;0;1;0;1;0;
38189;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38190;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38191;2;20;;;3;4;12;0;0;1;1;0;0;1;0;1;99;
38192;4;0;;;2;2;0;0;0;1;1;0;0;1;0;0;0;
38193;3;19;;;3;4;11;500;0;1;3;0;0;1;0;1;99;
38194;3;35;;;2;2;12;600;0;1;1;0;0;1;0;1;0;
38195;3;133;;;3;2;1;500;0;2;1;0;0;1;0;1;0;
38196;3;449;;;2;2;0;820;0;2;1;0;0;1;0;1;0;
38197;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38198;3;19;;;3;4;16;0;0;1;1;0;0;0;0;1;0;
38199;3;152;;;2;2;19;0;0;1;1;0;0;1;0;4;0;
38200;3;449;;;3;2;0;200;0;1;1;0;0;1;0;1;0;
38201;4;0;;;1;1;0;0;0;1;3;0;0;1;0;1;0;
38202;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38203;3;152;;;2;2;15;100;0;1;1;0;0;1;0;1;99;
38204;3;19;;;3;4;16;500;0;1;0;0;0;2;0;3;99;
38205;3;19;;;3;4;16;400;0;1;1;0;0;1;0;1;99;
38206;3;35;;;2;2;11;200;0;1;3;0;0;2;0;1;0;
38207;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38208;4;0;;;2;2;0;0;0;2;1;0;0;1;0;1;99;
38209;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38210;3;449;;;2;2;0;100;0;2;1;0;0;1;0;1;99;
38211;4;0;;;2;2;0;0;0;2;1;0;0;1;0;1;99;
38212;3;152;;;2;2;16;200;0;1;1;0;0;1;0;1;99;
38213;2;20;;;3;4;10;500;0;1;1;0;0;1;0;1;99;
38214;2;20;;;3;4;9;100;0;1;1;0;0;1;0;1;99;
38215;2;20;;;3;4;13;0;0;1;1;0;0;1;0;1;99;
38216;4;0;;;2;2;0;0;0;1;1;0;0;7;0;1;99;
38217;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38218;3;449;;;2;2;1;0;0;1;1;0;0;2;0;1;99;
38219;2;20;;;2;4;10;500;0;1;1;0;0;1;0;1;99;
38220;3;152;;;2;2;15;100;0;1;1;0;0;1;0;1;0;
38221;2;20;;;3;4;11;0;0;1;1;0;0;1;0;5;0;
38222;4;0;;;2;2;0;0;0;1;1;0;0;2;0;1;99;
38223;4;0;;;2;2;0;0;0;1;1;0;0;2;2;1;99;
38224;4;0;;;2;2;0;0;0;1;3;0;0;2;0;4;0;
38225;4;0;;;2;2;0;0;0;2;3;0;0;1;0;1;0;
38226;4;0;;;1;1;0;0;0;1;3;0;0;1;0;1;0;
38227;3;35;;;2;2;10;500;0;1;1;0;0;1;0;1;0;
38228;3;152;;;2;2;14;460;0;1;1;0;0;1;0;1;0;
38229;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;3;
38230;4;0;;;3;2;0;0;0;2;1;0;0;1;0;4;99;
38231;2;7;;;2;2;4;900;0;1;1;0;0;1;0;1;99;
38232;2;7;;;2;2;4;500;0;1;1;0;0;1;0;1;99;
38233;2;7;;;2;2;4;0;0;1;1;0;0;1;0;1;99;
38234;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38235;4;0;;;2;2;;;0;1;1;0;0;1;0;1;0;
38236;4;0;;;1;2;0;0;3;1;1;0;0;1;0;4;3;
38237;2;7;;;3;4;4;100;0;2;1;0;0;1;1;1;99;
38238;3;118;;;2;2;14;500;0;1;1;0;0;1;0;5;99;
38239;2;7;;;2;2;5;0;0;3;1;0;0;0;1;1;99;
38240;4;0;;;3;4;0;0;0;1;1;0;0;1;1;1;99;
38241;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38242;3;118;;;2;2;16;900;0;1;1;0;0;2;0;1;3;
38243;2;7;;;3;4;4;411;0;1;1;0;0;1;1;1;0;
38244;2;6;;;3;4;6;500;0;1;1;0;150;2;0;1;99;
38245;2;6;;;2;4;6;200;0;1;1;0;200;2;0;1;99;
38246;3;94;;;4;2;4;372;0;2;1;0;150;2;0;1;0;
38247;4;0;;;2;2;0;0;0;1;1;0;60;1;0;1;99;
38248;3;94;;;3;2;4;0;0;1;2;0;34;2;5;1;99;
38249;4;0;;;2;2;0;0;0;1;1;0;100;1;0;1;99;
38250;3;94;;;1;2;5;900;0;1;2;0;100;1;0;1;99;
38251;3;33;;;1;2;8;0;0;1;2;0;150;1;0;1;3;
38252;2;6;;;2;2;6;500;0;1;1;0;200;2;0;1;99;
38253;2;6;;;2;2;6;500;0;1;1;0;200;1;0;1;99;
38254;3;94;;;2;2;4;0;0;1;1;0;45;2;0;1;0;
38255;4;0;;;2;2;0;0;0;2;3;0;45;1;0;1;99;
38256;2;6;;;3;4;6;500;0;1;1;0;76;1;5;1;99;
38257;4;0;;;2;2;0;0;0;1;1;0;76;2;0;1;3;
38258;4;0;;;2;2;0;0;0;1;1;0;150;1;0;1;99;
38259;3;33;;;2;2;5;500;0;1;1;0;200;1;0;3;99;
38260;2;6;;;3;4;6;500;0;1;1;0;70;1;5;1;99;
38261;2;6;;;2;4;6;500;0;1;1;0;200;1;0;1;0;
38262;6;0;;;0;0;1;0;3;1;1;0;100;1;0;1;99;
38263;4;0;;;2;2;0;0;0;1;1;0;70;1;0;1;99;
38264;3;94;;;2;4;5;100;0;1;1;0;80;1;0;1;0;
38265;3;54;;;2;2;1;400;0;2;1;0;150;1;0;1;3;
38266;2;6;;;2;2;6;200;0;1;1;0;200;1;0;1;99;
38267;3;33;;;2;2;6;500;0;1;1;0;150;1;0;1;3;
38268;3;54;;;2;2;1;200;0;2;1;0;150;2;0;1;3;
38269;4;0;;;2;2;0;0;0;1;1;0;60;1;5;1;99;
38270;3;94;;;2;2;4;0;0;1;1;0;200;1;0;1;99;
38271;4;0;;;2;2;0;0;0;1;1;0;60;1;0;1;99;
38272;3;94;;;3;2;4;100;1;1;2;0;30;1;5;1;99;
38273;2;6;;;3;4;6;500;0;1;1;0;60;1;5;1;99;
38274;3;54;;;2;2;2;0;0;2;1;0;150;1;0;1;99;
38275;4;0;;;2;2;0;0;0;1;1;0;150;1;0;1;99;
38276;4;0;;;2;2;0;0;0;1;1;0;100;1;0;1;99;
38277;4;0;;;2;2;0;0;0;1;1;0;50;1;0;1;99;
38278;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38279;2;6;;;2;2;6;100;0;1;1;0;200;2;0;1;99;
38280;2;6;;;3;4;6;100;0;1;1;0;200;1;0;1;99;
38281;3;54;;;2;2;1;785;0;4;1;0;60;2;5;1;99;
38282;2;6;;;3;2;7;400;0;1;1;0;60;1;5;1;99;
38283;3;540;;;2;2;1;0;0;1;1;0;60;1;0;3;99;
38284;3;94;;;2;2;4;0;0;1;1;0;60;2;0;1;99;
38285;3;54;;;2;2;1;0;0;1;1;0;200;1;0;1;99;
38286;2;6;;;3;4;6;500;0;1;1;0;70;2;0;1;99;
38287;4;0;;;1;1;0;0;0;2;1;0;100;1;0;0;99;
38288;3;54;;;2;2;2;100;0;1;3;0;0;1;0;1;99;
38289;2;6;;;2;4;6;500;0;1;1;0;0;1;0;1;99;
38290;3;330;;;2;2;0;600;0;1;3;0;60;1;0;1;99;
38291;4;0;;;1;1;0;0;0;1;1;0;0;1;0;1;99;
38292;2;6;;;2;2;6;500;0;1;1;0;200;1;0;1;99;
38293;3;33;;;2;2;6;100;0;1;1;0;60;1;0;1;99;
38294;4;0;;;2;2;0;0;0;1;1;0;55;2;0;1;99;
38295;3;33;;;2;2;6;200;0;1;1;0;0;2;0;1;0;
38296;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38297;4;0;;;2;2;0;0;0;1;1;0;51;1;0;1;0;
38298;5;0;;;1;1;1;0;0;1;1;0;0;1;0;1;99;
38299;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38300;4;0;;;2;2;0;0;0;2;1;0;200;1;0;0;99;
38301;3;54;;;2;2;0;500;0;1;1;0;60;2;5;1;3;
38302;3;54;;;2;2;4;200;0;1;1;0;60;2;5;1;3;
38303;2;6;;;3;4;6;500;0;1;1;0;150;2;0;1;99;
38304;3;33;;;2;2;9;500;0;2;1;0;150;1;0;0;99;
38305;3;94;;;3;4;4;500;0;1;1;0;200;1;0;1;99;
38306;3;33;;;2;2;6;200;0;1;1;0;60;2;0;1;99;
38307;2;6;;;2;4;6;200;0;1;1;0;120;1;0;1;99;
38308;3;94;;;1;1;6;737;0;2;2;0;30;1;5;1;99;
38309;3;94;;;3;2;6;740;0;1;1;0;100;1;0;1;3;
38310;2;6;;;3;4;6;500;0;1;1;0;200;1;0;1;99;
38311;4;0;;;1;1;0;0;0;1;4;0;0;1;0;1;0;
38312;4;0;;;2;2;0;0;0;1;1;0;0;7;5;1;0;
38313;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38314;3;26;;;2;2;23;100;0;1;1;0;0;1;0;1;0;
38315;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38316;2;7;;;4;3;20;0;0;2;1;0;0;1;0;1;99;
38317;4;0;;;1;1;0;0;0;1;1;0;0;1;0;1;99;
38318;4;0;;D;2;2;0;0;0;3;1;0;0;2;0;1;3;
38319;6;0;;;0;0;;;0;3;1;0;0;1;0;4;0;
38320;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;3;
38321;2;7;;;2;2;18;500;0;2;1;0;0;2;0;1;0;
38322;4;0;;C;2;2;0;0;0;1;1;0;0;1;0;1;0;
38323;2;104;;;1;2;35;0;0;1;2;0;0;0;5;1;99;
38324;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;3;
38325;2;7;;;3;4;18;0;0;1;1;0;0;1;0;1;3;
38326;4;0;;;1;2;0;0;0;2;2;0;0;1;1;1;99;
38327;3;137;;;3;2;1;900;0;1;1;0;0;1;0;1;99;
38328;2;7;;;2;3;20;0;0;1;1;0;0;1;0;1;0;
38329;4;0;;;2;2;0;0;0;2;1;0;0;1;0;1;99;
38330;3;947;;;2;3;0;100;0;1;1;0;0;1;0;4;0;
38331;4;0;;;2;2;0;0;0;1;1;0;0;2;0;1;0;
38332;4;0;;;2;2;0;0;0;1;1;0;0;1;6;1;0;
38333;3;137;;P;2;2;2;500;0;1;1;0;0;1;0;1;0;
38334;4;0;;S;1;1;0;0;0;1;1;0;0;1;0;1;99;
38335;2;7;;;2;2;18;200;0;2;1;0;0;1;0;1;0;
38336;2;7;;;2;3;21;0;0;1;1;0;0;1;0;1;0;
38337;2;7;;;2;4;17;600;0;1;1;0;0;1;0;1;0;
38338;2;7;;;2;2;21;0;0;1;1;0;0;1;0;1;0;
38339;4;0;;B;2;2;0;0;0;2;1;0;0;2;0;1;0;
38340;3;137;;;2;2;2;0;0;1;1;0;0;2;0;1;0;
38341;2;7;;;2;2;18;0;0;2;1;0;0;1;0;1;0;
38342;4;0;;;2;2;0;0;0;1;1;0;0;1;0;0;3;
38343;4;0;;;1;1;0;0;0;1;2;0;0;0;0;0;0;
38344;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38345;4;0;;B;1;1;0;0;0;1;1;0;0;1;0;1;0;
38346;3;446;;;2;2;0;500;0;1;1;0;0;1;0;1;99;
38347;2;7;;;2;3;19;0;0;1;1;0;0;1;0;1;99;
38348;3;446;;;3;2;1;0;0;1;3;0;0;1;5;1;99;
38349;2;7;;;3;4;18;0;0;2;1;0;0;1;0;1;0;
38350;3;446;;;2;2;21;0;0;1;1;0;0;1;0;1;0;
38351;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38352;3;446;;;2;2;21;50;0;2;2;0;0;1;0;1;0;
38353;4;0;;;1;1;0;0;0;1;1;0;0;1;0;1;0;
38354;2;7;;;3;4;17;500;0;2;1;0;0;1;0;1;0;
38355;4;0;;;2;2;0;0;0;2;1;0;0;2;0;1;0;
38356;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38357;4;0;;;2;2;0;0;0;1;1;0;0;2;5;1;0;
38358;2;7;;;3;4;17;500;0;2;3;0;0;1;0;1;0;
38359;4;0;;;1;1;0;0;0;1;1;0;0;1;0;1;0;
38360;2;7;;;2;2;19;0;0;1;1;0;0;1;0;1;0;
38361;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38362;3;448;;;2;2;2;0;0;1;1;0;0;1;0;3;99;
38363;4;0;;;2;2;0;0;0;1;1;0;0;2;0;1;99;
38364;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38365;3;31;;;2;2;28;0;0;2;1;0;0;1;0;1;3;
38366;4;0;;;1;1;0;0;0;1;1;0;0;2;0;1;99;
38367;4;0;;;2;2;0;0;0;1;1;0;0;2;0;1;99;
38368;3;31;;;2;2;25;0;0;2;1;0;0;1;0;1;0;
38369;3;931;;;2;3;1;0;0;2;1;20;118;1;6;1;0;
38370;3;448;;;2;2;6;0;0;1;1;0;0;1;0;1;99;
38371;3;31;;;2;2;25;0;0;1;1;0;0;1;0;1;99;
38372;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38373;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38374;3;448;;;3;2;2;500;0;1;1;0;0;1;0;1;0;
38375;3;448;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38376;3;448;;;2;2;4;0;0;1;1;0;0;0;0;1;0;
38377;3;448;;;2;2;6;0;0;1;1;0;0;1;0;1;0;
38378;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38379;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;3;
38380;3;448;;;2;2;5;0;0;1;1;0;0;9;0;3;99;
38381;4;0;;;2;2;0;0;0;1;1;0;0;2;0;1;0;
38382;2;448;;;2;2;5;0;0;1;1;0;0;1;0;1;99;
38383;3;31;;;2;2;26;0;0;1;3;0;0;1;0;1;0;
38384;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38385;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38386;4;0;;;2;2;0;0;0;1;1;0;0;9;0;1;0;
38387;4;0;;;1;1;0;0;0;1;1;0;0;1;0;1;0;
38388;3;931;;;2;2;1;0;0;2;1;0;0;2;0;1;0;
38389;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38390;4;0;;;1;1;0;0;0;1;1;0;0;1;0;1;0;
38391;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38392;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38393;3;448;;;2;2;4;0;0;1;1;0;0;8;0;1;0;
38394;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38395;3;448;;;2;2;5;0;0;1;1;0;0;2;0;1;0;
38396;3;448;;;2;2;5;900;0;1;1;0;0;2;0;1;0;
38397;3;31;;;2;2;25;0;0;1;1;0;0;1;0;1;0;
38398;3;31;;;2;2;25;0;0;2;1;0;0;1;0;1;0;
38399;3;448;;;2;2;4;0;0;1;1;0;0;1;0;1;0;
38400;3;448;;;2;2;5;0;0;1;1;0;0;1;0;1;3;
38401;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38402;3;448;;;2;2;3;0;0;1;1;0;0;0;0;1;0;
38403;3;448;;;2;2;7;0;0;1;1;0;0;1;0;1;99;
38404;4;0;;;2;2;0;0;0;2;1;0;0;1;0;1;99;
38405;3;448;;;2;2;8;0;0;1;1;0;0;1;0;1;0;
38406;3;931;;;2;2;1;0;1;1;1;0;0;1;0;1;0;
38407;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38408;3;448;;;2;2;3;0;0;1;1;0;0;1;0;1;0;
38409;4;0;;;2;2;0;0;0;1;1;0;0;1;0;0;0;
38410;2;7;;;2;2;6;0;0;1;1;0;0;1;0;1;0;
38411;4;0;;;2;2;0;0;0;1;1;0;0;0;0;1;0;
38412;3;931;;;2;2;0;500;0;1;1;0;0;2;0;1;0;
38413;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38414;4;0;;;1;1;0;0;0;1;1;0;0;1;0;0;0;
38415;3;931;;;2;2;0;500;0;1;1;0;0;2;0;1;99;
38416;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38417;3;31;;;2;2;26;500;0;1;1;0;0;1;0;1;3;
38418;3;31;;;2;2;26;300;0;1;1;0;0;2;0;1;0;
38419;4;0;;;1;1;0;0;0;1;1;0;0;2;0;1;0;
38420;3;837;;;2;2;1;0;0;1;2;0;0;2;0;1;99;
38421;3;191;;;2;2;1;0;0;1;1;0;0;1;0;1;99;
38422;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;3;
38423;2;20;;;3;4;32;500;0;1;1;0;72;1;0;1;99;
38424;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38425;3;63;;;2;2;1;0;0;1;1;0;0;1;0;1;0;
38426;2;20;;;3;4;39;0;0;2;1;0;0;2;0;1;99;
38427;3;191;;;2;2;37;0;0;2;1;0;0;2;0;1;99;
38428;2;20;;;3;4;35;0;0;1;1;0;0;2;0;1;0;
38429;4;0;;;4;2;0;0;0;1;1;0;0;1;0;1;0;
38430;4;0;;;1;1;0;0;0;1;2;0;105;2;0;1;3;
38431;3;191;;;2;2;38;0;0;1;1;0;75;1;0;1;0;
38432;4;0;;;1;1;0;0;0;1;1;0;0;1;0;1;0;
38433;4;0;;;2;2;0;0;0;1;1;0;0;2;0;1;0;
38434;4;0;;;1;1;0;0;0;1;4;0;0;1;0;1;0;
38435;3;63;;;2;2;4;400;0;2;1;0;63;1;0;1;0;
38436;4;0;;;2;2;0;0;0;1;4;0;0;1;0;1;0;
38437;4;0;;;2;2;0;0;0;2;1;0;0;2;0;1;99;
38438;2;20;;;3;4;38;0;0;2;1;0;0;1;3;1;99;
38439;4;0;;;2;2;0;0;0;1;1;0;0;2;0;1;3;
38440;4;0;;;2;2;0;0;0;1;1;0;0;1;0;3;0;
38441;4;0;;;2;2;0;0;0;2;1;0;0;1;0;1;99;
38442;4;0;;;2;2;0;0;0;1;1;0;0;1;0;3;0;
38443;4;0;;;2;2;0;0;0;2;1;0;0;1;0;1;99;
38444;3;17;;;2;2;2;0;0;1;1;0;0;1;0;1;99;
38445;2;20;;;2;4;42;0;0;1;1;0;0;2;0;1;99;
38446;4;0;;;2;2;0;0;0;2;1;0;0;1;0;1;99;
38447;4;0;;;1;2;0;0;0;2;1;0;0;1;0;1;0;
38448;6;0;;;0;0;;;0;1;1;0;0;1;0;0;0;
38449;4;0;;;2;2;0;0;0;1;2;0;0;1;0;1;0;
38450;2;20;;;3;4;33;0;0;1;1;0;0;1;0;1;0;
38451;4;0;;;2;2;0;0;0;1;1;0;0;2;0;1;0;
38452;3;17;;;2;2;1;500;0;1;1;0;0;1;0;1;99;
38453;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38454;2;20;;;2;4;35;0;0;2;1;0;0;1;0;1;99;
38455;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38456;3;49;;;2;2;1;0;0;1;1;0;0;1;0;1;0;
38457;3;63;;;2;2;0;0;0;2;3;0;0;1;0;1;0;
38458;3;191;;;2;2;35;0;0;1;1;0;0;1;0;3;99;
38459;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38460;3;191;;;1;1;37;800;0;1;2;0;0;2;5;1;99;
38461;3;191;;;2;2;33;800;0;1;1;0;0;2;0;1;99;
38462;4;0;;;2;2;0;0;0;2;1;0;0;1;0;1;99;
38463;3;191;;;2;2;32;0;0;1;1;0;0;1;0;1;99;
38464;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38465;2;20;;;3;4;32;0;0;1;1;0;0;2;0;3;99;
38466;4;0;;;1;1;0;0;3;2;1;0;0;1;0;4;3;
38467;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
38468;2;20;;;2;2;38;500;0;3;1;0;0;1;0;1;99;
38469;2;20;;;2;4;40;0;0;1;1;0;0;3;0;1;99;
38470;4;0;;;2;2;0;0;0;2;1;0;0;1;0;1;99;
38471;2;20;;;3;4;32;0;0;1;1;0;0;1;0;1;99;
38472;4;0;;;1;1;0;0;0;2;1;0;0;1;0;4;99;
38473;4;0;;;2;2;0;0;3;2;1;0;0;1;0;3;99;
38474;3;721;;;2;2;4;0;0;1;1;0;0;1;0;1;0;
38475;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
38476;4;0;;;1;2;0;0;0;1;1;0;0;1;0;3;0;
38477;4;0;;;2;2;0;0;0;1;4;0;0;1;0;3;0;
38478;3;191;;;3;2;33;900;0;1;2;0;0;2;0;3;99;
38479;2;20;;;3;4;36;0;0;1;1;0;0;1;0;3;99;
38480;4;0;;;2;2;0;0;0;2;1;0;0;2;0;1;99;
38481;4;0;;;1;1;0;0;0;1;1;0;0;1;0;1;0;
38482;3;721;;;2;3;1;500;0;1;1;0;148;1;5;1;99;
38483;2;20;;;1;1;35;900;0;2;3;0;0;1;3;1;99;
38484;3;17;;;2;2;4;0;0;1;1;0;0;1;0;1;99;
38485;4;0;;;2;2;0;0;0;2;1;0;0;1;0;3;99;
